year,petit_ADJ ado_NOUN,petit_ADJ cadeau_NOUN
1895,0.0,1.0412203343967974e-07
1896,0.0,5.307326134129653e-08
1897,0.0,1.095422164087978e-07
1898,0.0,1.1203542982229919e-07
1899,0.0,9.783813936792285e-08
1900,0.0,1.0278284889864153e-07
1901,0.0,8.941982448940067e-08
1902,0.0,1.0311595916023819e-07
1903,0.0,8.532348316769856e-08
1904,0.0,6.66453559006186e-08
1905,0.0,9.908657716550806e-08
1906,0.0,8.179253541129583e-08
1907,0.0,8.537119811080629e-08
1908,0.0,9.233411391029733e-08
1909,0.0,1.2817291406008735e-07
1910,0.0,1.239842888356435e-07
1911,0.0,1.2236860413850081e-07
1912,0.0,5.782457535019603e-08
1913,0.0,7.84842484335968e-08
1914,0.0,1.0848724940615284e-07
1915,0.0,1.0013647511186718e-07
1916,0.0,1.4393575842319706e-07
1917,0.0,1.2501723745117488e-07
1918,0.0,4.3648228142956214e-08
1919,0.0,5.616787390749778e-08
1920,0.0,8.632343906356255e-08
1921,0.0,1.1434848801172848e-07
1922,0.0,9.22241909506738e-08
1923,0.0,6.263409346729532e-08
1924,0.0,1.4438619189149904e-07
1925,0.0,1.1768050711680189e-07
1926,0.0,9.920063315238536e-08
1927,0.0,1.2821608663671213e-07
1928,0.0,1.2454384545890207e-07
1929,0.0,1.2477255495468853e-07
1930,0.0,1.291943281245267e-07
1931,0.0,1.380048217924923e-07
1932,0.0,1.1178727277183498e-07
1933,0.0,1.1585368908662019e-07
1934,0.0,9.824896096688462e-08
1935,0.0,9.454944205344873e-08
1936,0.0,9.093536146309589e-08
1937,0.0,9.191516170403702e-08
1938,0.0,7.908780597087883e-08
1939,0.0,9.482311202901883e-08
1940,0.0,1.1157444701481722e-07
1941,0.0,1.2101160340449724e-07
1942,0.0,1.061974117533282e-07
1943,0.0,1.1032293656398906e-07
1944,0.0,1.2210107058763242e-07
1945,0.0,1.3506725338174874e-07
1946,0.0,1.2668205506827235e-07
1947,0.0,1.299374903229733e-07
1948,0.0,1.185035776174459e-07
1949,0.0,8.835307674370796e-08
1950,0.0,9.465471895175881e-08
1951,0.0,9.595261474260042e-08
1952,0.0,1.0017563967235077e-07
1953,0.0,1.432919023436341e-07
1954,0.0,1.2215669809023666e-07
1955,0.0,7.226917864144866e-08
1956,0.0,1.421546127478024e-07
1957,2.6505113659425206e-09,1.1662249699284644e-07
1958,0.0,1.2160198537003453e-07
1959,0.0,1.4726420261013118e-07
1960,0.0,1.2595916443203237e-07
1961,0.0,1.1464462801313857e-07
1962,0.0,1.2683912586908264e-07
1963,0.0,1.2285501327369275e-07
1964,0.0,1.3749768246196226e-07
1965,1.0944086747954884e-09,1.5814205767128442e-07
1966,0.0,1.273987176864111e-07
1967,0.0,1.267096266799328e-07
1968,0.0,1.1542938938013947e-07
1969,0.0,8.901845033326694e-08
1970,4.5987250119061684e-10,1.1772736244197723e-07
1971,0.0,1.1047554693277561e-07
1972,0.0,1.1337624528096057e-07
1973,0.0,1.102640752037587e-07
1974,0.0,1.3276348576063413e-07
1975,0.0,1.3479093707857714e-07
1976,0.0,1.1769865237987176e-07
1977,0.0,1.0695743246635914e-07
1978,0.0,1.0930687821542051e-07
1979,0.0,1.1177268977036192e-07
1980,0.0,1.1313449732597292e-07
1981,0.0,1.328365356600969e-07
1982,0.0,1.1049354375902709e-07
1983,0.0,1.2693785489403808e-07
1984,0.0,1.2351888456496596e-07
1985,0.0,1.26928275667737e-07
1986,0.0,1.354753778048945e-07
1987,0.0,1.295493220476729e-07
1988,0.0,1.2532797177833288e-07
1989,0.0,1.1964106438888678e-07
1990,0.0,1.6563898658228382e-07
1991,0.0,1.359859878036218e-07
1992,1.1019888335184191e-09,1.4766649769626383e-07
1993,0.0,1.6783799178243797e-07
1994,5.274926606624319e-10,1.4242301893396814e-07
1995,0.0,1.2580085240188055e-07
1996,0.0,1.5533848873872103e-07
1997,0.0,1.4240836976320281e-07
1998,4.768129224785866e-10,1.5639464057137786e-07
1999,9.140402323914998e-10,1.695544643576241e-07
2000,8.836062992401139e-10,1.3519176034204605e-07
2001,0.0,1.3450319991115123e-07
2002,0.0,1.638576880846898e-07
2003,4.1669229178253886e-10,1.8084445552180028e-07
2004,4.404791253964646e-10,1.5901296779308183e-07
2005,9.007499190971657e-10,1.8195148632216274e-07
2006,0.0,2.0507091580412862e-07
2007,0.0,2.484566317129122e-07
2008,1.7029758714315335e-09,2.6864444002683285e-07
2009,1.430457752249481e-09,2.8942927876585145e-07
2010,0.0,4.3553372641724764e-07
2011,3.82397197240536e-10,4.722605262408308e-07
2012,3.404252713057332e-10,5.470634292237264e-07
2013,2.5102124823206395e-09,5.422058948489905e-07
2014,8.661780737106994e-10,5.833709488811678e-07
2015,3.989835573037226e-09,5.499323756374963e-07
2016,3.1070099826280284e-09,5.511835730054315e-07
2017,4.779661555431858e-09,5.889046326146286e-07
2018,2.0651733656507076e-09,6.502714642309115e-07
2019,1.02039510174734e-09,5.45656265948935e-07
