year,étions_VERB à_ADP,étions_VERB a_ADP,étions_VERB las_ADJ,etions_VERB à_ADP,etions_VERB a_ADP
1926,6.899459776832373e-07,1.3375366592072169e-08,1.4489979882625903e-08,0.0,0.0
1927,7.05745947016112e-07,1.1149224876660924e-09,2.0068604555945058e-08,1.1149224876660924e-09,2.2298449753321847e-09
1928,7.346944244090992e-07,3.4278122562625413e-09,1.1426041446327417e-08,1.1426041224282812e-09,0.0
1929,7.218983455459238e-07,3.342121912552898e-09,1.0026365515614089e-08,0.0,1.1140406375176326e-09
1930,7.426047545777692e-07,1.0503603542488804e-09,8.402882833991043e-09,0.0,9.453243521306831e-09
1931,7.402076676044089e-07,0.0,9.124285327288817e-09,0.0,0.0
1932,6.751074579369742e-07,2.1919073223131136e-09,1.3151444377967891e-08,2.1919073223131136e-09,0.0
1933,6.80210291648109e-07,1.1470662197865522e-09,8.02946331646126e-09,1.1470662197865522e-09,0.0
1934,6.038716264811228e-07,1.1981580172459871e-09,1.0783422155213884e-08,1.1981580172459871e-09,0.0
1935,5.780681249234476e-07,0.0,8.377798899061872e-09,0.0,0.0
1936,7.153581691454747e-07,0.0,8.487299751891442e-09,0.0,0.0
1937,5.905234274905524e-07,3.777335444432595e-09,1.0072894518486919e-08,0.0,1.2591118148108649e-09
1938,5.821381137138815e-07,1.2965214457594243e-09,1.2965214457594243e-09,0.0,0.0
1939,5.995267997604969e-07,1.5294050470515685e-09,1.5294050470515685e-08,0.0,0.0
1940,5.071565851721971e-07,2.5357829169792012e-09,1.2678914806940611e-08,0.0,0.0
1941,8.23469235911034e-07,0.0,1.1806010391524069e-08,0.0,0.0
1942,6.887660788379435e-07,0.0,1.2136847082899749e-08,3.034211770724937e-09,0.0
1943,6.706473527628987e-07,2.9032352077962287e-09,2.322588166236983e-08,0.0,0.0
1944,8.000833418009279e-07,3.2131861615880553e-09,2.5705489292704442e-08,0.0,0.0
1945,1.0021118441727594e-06,2.178504043826024e-09,1.089252066321933e-08,0.0,0.0
1946,9.341060831502546e-07,1.3921104269343232e-09,1.3921104269343232e-08,0.0,0.0
1947,8.189638265321264e-07,0.0,7.152522574216391e-09,0.0,0.0
1948,8.110428098007105e-07,1.0871887834440486e-09,1.195907639583993e-08,3.2615663503321457e-09,0.0
1949,7.097697221070121e-07,5.890204768377316e-09,1.0798709482173763e-08,9.817008317369869e-10,0.0
1950,6.551382512043347e-07,5.317680740191122e-09,2.1270722072586068e-08,0.0,0.0
1951,8.145311198859417e-07,1.0661401761424827e-09,1.4925962688039363e-08,0.0,0.0
1952,5.905090461055806e-07,2.1089607837865287e-09,1.0544804140977249e-08,1.0544803918932644e-09,2.1089607837865287e-09
1953,6.507391958621156e-07,3.232148326759443e-09,1.2928593307037772e-08,0.0,0.0
1954,6.703959911646962e-07,0.0,1.4658803948464083e-08,0.0,0.0
1955,6.354056267809938e-07,0.0,1.5016972554349195e-08,0.0,0.0
1956,6.706557655888901e-07,0.0,2.441919733087161e-08,8.72114158667614e-10,0.0
1957,6.166856110212393e-07,0.0,1.4136060322300636e-08,0.0,0.0
1958,7.17203533895372e-07,4.9633461784992505e-09,5.790570245522986e-09,0.0,0.0
1959,5.286009923111123e-07,1.5501495642666896e-09,1.007597205671118e-08,7.750747821333448e-10,0.0
1960,6.60939576846431e-07,0.0,9.689166802218097e-09,6.920833350854139e-10,0.0
1961,6.572958568540344e-07,6.948159270159238e-10,1.111705483225478e-08,6.948159270159238e-10,0.0
1962,7.489850304409629e-07,1.9025869768540815e-09,1.1415521861124489e-08,0.0,0.0
1963,5.994031084810558e-07,3.233026624194224e-09,8.405868889838075e-09,1.939815863494232e-09,0.0
1964,6.917471750966797e-07,1.2167936658258327e-09,1.1559539991878864e-08,0.0,6.083968329129164e-10
1965,5.887918632652145e-07,5.472043373977442e-10,7.660860390501512e-09,0.0,2.188817349590977e-09
1966,6.320084366961964e-07,1.1078149508847446e-09,8.862519607077957e-09,1.1078149508847446e-09,1.6617224263271169e-09
1967,6.651022772530268e-07,1.972134178185314e-09,1.035370456037299e-08,9.860671168482327e-10,0.0
1968,8.044125934247859e-07,2.24570789741918e-09,1.3474247495537384e-08,0.0,1.7965663401398047e-09
1969,7.239561909955228e-07,1.8167030935156703e-09,1.090021850558287e-08,2.7250546263957176e-09,4.5417578031781147e-10
1970,6.875093845337688e-07,3.678979926258208e-09,1.4715920038099739e-08,0.0,0.0
1971,6.505211445073655e-07,3.083038491169532e-09,1.4387513402880359e-08,5.138397485282553e-10,5.138397485282553e-10
1972,6.571718245140801e-07,4.617132176587546e-09,1.2312352026810913e-08,5.130146862875051e-10,0.0
1973,5.959773261565715e-07,2.7566018911961976e-09,9.923766697284009e-09,1.6539611902288698e-09,0.0
1974,5.524311177396157e-07,2.250228725575454e-09,6.1881286761433785e-09,0.0,5.625571675160757e-10
1975,5.437329377855349e-07,1.1422960355389478e-09,2.2845920710778955e-09,0.0,5.711480177694739e-10
1976,5.696386438103218e-07,2.285410749536254e-09,1.085570122683066e-08,0.0,5.713526873840635e-10
1977,6.029578116795165e-07,2.938390863960194e-09,1.057820764316375e-08,0.0,0.0
1978,6.362373596857651e-07,3.5643548113029055e-09,6.534650598410963e-09,1.7821774056514528e-09,0.0
1979,6.636137754867377e-07,4.681578680276743e-09,5.266775904289034e-09,3.5111840102075575e-09,5.851973350345929e-10
1980,7.521454108427861e-07,1.7055452605774235e-09,5.6851505725319385e-09,5.685150683554241e-10,0.0
1981,6.21168965153629e-07,6.325549528618524e-10,6.958104314946922e-09,0.0,0.0
1982,6.362689646266517e-07,1.2415004579935385e-09,1.0552754226011984e-08,2.483000915987077e-09,6.207502289967692e-10
1983,6.858433039269585e-07,1.89459470334441e-09,7.57837881337764e-09,0.0,2.5261264191556165e-09
1984,6.860227017568832e-07,1.739702604197646e-09,7.538710988796993e-09,1.739702604197646e-09,5.799008495621649e-10
1985,7.405151905004459e-07,3.0077789148208467e-09,9.02333674446254e-09,3.0077789148208467e-09,3.0077789148208467e-09
1986,7.235344128275756e-07,2.9972427317837003e-09,4.196139880008332e-09,0.0,0.0
1987,6.59357112908765e-07,2.4443267965246207e-09,6.110816741511371e-09,6.110816852533674e-10,6.110816852533674e-10
1988,6.458288339672436e-07,1.7989661427186832e-09,8.994830658082265e-09,0.0,0.0
1989,7.99619385816186e-07,2.1952488715726304e-09,9.878619700032232e-09,1.6464366536794728e-09,0.0
1990,6.94158131864242e-07,3.269190584909154e-09,6.538381391862913e-09,1.6345953479657283e-09,0.0
1991,7.303385700652143e-07,5.861465202094962e-10,7.033758464558559e-09,1.1722930404189924e-09,0.0
1992,6.870900506328326e-07,2.2039776670368383e-09,6.61193322315512e-09,5.509944167592096e-10,2.2039776670368383e-09
1993,7.527783054683823e-07,2.7696036575264316e-09,6.647049133334804e-09,0.0,3.877445031719162e-09
1994,7.675018309782899e-07,5.274926606624319e-10,3.6924485691258724e-09,1.5824779264761446e-09,0.0
1995,8.117409038277401e-07,2.1689803286761844e-09,3.795715741716776e-09,2.1689803286761844e-09,0.0
1996,6.827419838373316e-07,5.338092190498855e-10,4.804283193493575e-09,0.0,5.338092190498855e-10
1997,7.187546771092457e-07,2.8769365778558154e-09,5.274384040632185e-09,0.0,2.3974471297094624e-09
1998,7.881717465352267e-07,2.3840646123929332e-09,6.198567881199324e-09,9.536258449571733e-10,4.768129224785866e-10
1999,7.819614324944268e-07,2.7421207526856506e-09,3.656160929565999e-09,9.140402323914998e-10,0.0
2000,7.877350185481191e-07,8.836062992401139e-10,8.394259509714175e-09,4.4180314962005696e-10,0.0
2001,7.833606900931045e-07,8.762423564512289e-10,3.066848330846028e-09,4.3812117822561447e-10,0.0
2002,8.600337650932488e-07,1.3143663935011318e-09,7.886198361006791e-09,4.38122149670761e-10,1.3143663935011318e-09
2003,7.996325166459428e-07,3.7502307925763034e-09,8.750538071922165e-09,0.0,1.6667691671301554e-09
2004,9.192799552693032e-07,1.761916529341434e-09,7.488145215006625e-09,3.0833537945085254e-09,1.7619165015858584e-09
2005,8.822845529721235e-07,3.1526248278623825e-09,6.7556245042510454e-09,4.503749373441224e-09,0.0
2006,9.19113006148109e-07,3.2943118788431036e-09,7.000412693969338e-09,4.1178899179428186e-10,0.0
2007,9.786474493012065e-07,3.994479469415779e-10,1.3581230362547103e-08,3.994479469415779e-10,0.0
2008,1.0630826636770507e-06,1.2772319035736501e-09,6.811903485726134e-09,0.0,1.2772318758180745e-09
2009,1.132445731855114e-06,4.76819250749827e-10,3.814554005998616e-09,4.76819250749827e-10,0.0
2010,1.2518052017185255e-06,1.8895172648747405e-09,4.2514138876015295e-09,0.0,4.723793023408973e-10
2011,1.3540684449253604e-06,3.0591775501687124e-09,5.353560705856353e-09,3.82397197240536e-10,2.6767803529281764e-09
2012,1.603403006811277e-06,1.3617010852229328e-09,9.19148224198807e-09,0.0,0.0
2013,1.811536662899016e-06,1.6734750252211938e-09,6.136075203500013e-09,8.367375126105969e-10,5.578250084070646e-10
2014,1.8958472765007173e-06,0.0,1.1043770342666903e-08,0.0,4.330890368553497e-10
2015,1.8271231283506495e-06,6.649726186358507e-10,1.2856137487915476e-08,6.649726325136385e-10,8.866301581811342e-10
2016,2.05311221179727e-06,8.285360453275104e-10,1.2220906064897008e-08,0.0,2.0713400439298368e-10
2017,1.8363962226430885e-06,0.0,5.534344982294215e-09,2.515611330355938e-10,0.0
2018,1.9910853552573826e-06,0.0,9.551427204712581e-09,0.0,2.0651733656507076e-09
2019,1.7851812117442023e-06,0.0,7.652963596171958e-09,0.0,0.0
