year,énormes_ADJ yeux_NOUN,énormes_ADJ lieues_NOUN
1905,9.805441791854719e-09,0.0
1906,2.36632491379396e-08,0.0
1907,7.71426478252124e-09,0.0
1908,9.331639461152008e-09,0.0
1909,1.5952851484257735e-08,0.0
1910,2.6186338430989053e-08,0.0
1911,1.5961122201701983e-08,0.0
1912,1.82329742415277e-08,0.0
1913,1.0605979205990934e-08,5.30298971401777e-10
1914,1.5402511266415786e-08,0.0
1915,3.062998032987707e-08,0.0
1916,2.7468654906215306e-08,0.0
1917,3.289927263949721e-08,0.0
1918,2.2972752589112133e-08,0.0
1919,1.1970202606903513e-08,0.0
1920,1.514446346106979e-08,0.0
1921,1.1359120755116692e-08,0.0
1922,1.2542490601674672e-08,7.377935484775833e-10
1923,4.989495749896378e-08,0.0
1924,2.0626599095407983e-08,0.0
1925,2.1996356736053713e-08,0.0
1926,1.0031524944054127e-08,0.0
1927,2.2298449309232637e-08,0.0
1928,3.427812345080383e-08,0.0
1929,2.4508894469477127e-08,0.0
1930,1.470504518152893e-08,2.100720708497761e-09
1931,1.710803587684495e-08,0.0
1932,1.3151444377967891e-08,1.0959536611565568e-09
1933,1.9500125958415992e-08,0.0
1934,2.875579241390369e-08,0.0
1935,2.0346082152400413e-08,0.0
1936,1.091224355320719e-08,0.0
1937,1.3850230295986421e-08,0.0
1938,2.7226949583791793e-08,0.0
1939,1.3764645423464117e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,2.066051862925633e-08,0.0
1942,4.247896612241675e-08,3.034211770724937e-09
1943,2.9032351633873077e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,5.010559434026618e-08,0.0
1946,2.9234318077442367e-08,0.0
1947,3.9338875268413176e-08,0.0
1948,4.240036233227329e-08,0.0
1949,2.5524220959027843e-08,0.0
1950,2.6588404367089424e-08,0.0
1951,3.944718685033877e-08,0.0
1952,2.2144087452602434e-08,0.0
1953,1.8315507332999914e-08,0.0
1954,3.0294863506696856e-08,0.0
1955,1.407841132561316e-08,1.8771215692936494e-09
1956,1.9186511934776718e-08,0.0
1957,3.8874166108371355e-08,0.0
1958,2.1507833736222892e-08,0.0
1959,1.4726420971555854e-08,0.0
1960,3.114374891310945e-08,0.0
1961,2.431855783413539e-08,0.0
1962,2.473363025501385e-08,0.0
1963,3.427008365974871e-08,0.0
1964,2.494427064902993e-08,0.0
1965,2.134096988015699e-08,0.0
1966,1.495550172592175e-08,1.1078149508847446e-09
1967,2.9088980113556318e-08,0.0
1968,2.1558795637588446e-08,0.0
1969,2.2254612375149918e-08,0.0
1970,1.4715920038099739e-08,0.0
1971,1.849823050292798e-08,0.0
1972,1.5903454553267693e-08,0.0
1973,2.260413545229767e-08,5.513203782392395e-10
1974,1.6314157136321228e-08,0.0
1975,1.7134439644905797e-08,0.0
1976,1.8854638739185248e-08,0.0
1977,1.9393379346865913e-08,0.0
1978,1.0693064211864112e-08,5.940591352171509e-10
1979,1.8726314721106974e-08,0.0
1980,3.1268328370970266e-08,0.0
1981,2.277197808098208e-08,0.0
1982,2.4209258597807093e-08,0.0
1983,1.4525227243211702e-08,6.315316047889041e-10
1984,2.145633182237816e-08,0.0
1985,2.1054452403745927e-08,0.0
1986,1.3187867686781374e-08,0.0
1987,2.4443266966045485e-08,0.0
1988,1.4991384134077634e-08,0.0
1989,2.3050112929468014e-08,0.0
1990,2.7243254763220648e-08,0.0
1991,1.992898113201136e-08,5.861465202094962e-10
1992,2.5345743281945943e-08,0.0
1993,2.8249957040316076e-08,0.0
1994,1.6879765141197822e-08,0.0
1995,2.277429267394382e-08,0.0
1996,2.081855932090093e-08,0.0
1997,2.3494983736327413e-08,0.0
1998,1.7642078020685403e-08,0.0
1999,1.6452723627935484e-08,0.0
2000,1.5463109903635086e-08,0.0
2001,1.4896119893137438e-08,0.0
2002,2.102986229601811e-08,4.38122149670761e-10
2003,1.3750845795357236e-08,0.0
2004,1.9821561281219147e-08,8.809582507929292e-10
2005,1.6663873836364473e-08,0.0
2006,2.800165077587735e-08,0.0
2007,1.677681460421354e-08,0.0
2008,3.022782024686421e-08,4.257439678578834e-10
2009,2.574823909640145e-08,0.0
2010,3.967986117459077e-08,0.0
2011,3.976930784688193e-08,0.0
2012,6.468080471222493e-08,0.0
2013,6.693900189702617e-08,2.789125042035323e-10
2014,6.539644203940043e-08,2.1654451842767486e-10
2015,6.272908592563908e-08,4.433150790905671e-10
2016,7.042556404712741e-08,4.1426800878596737e-10
2017,7.873863694385363e-08,0.0
2018,8.776986959446731e-08,5.162933414126769e-10
2019,6.045841161039789e-08,5.1019755087367e-10
