year,vingt - deux ans,vingt - deux rangs
1928,1.6080248634864347e-06,0.0
1929,1.6440379582149944e-06,0.0
1930,1.6276111587387732e-06,0.0
1931,1.3891400723053948e-06,0.0
1932,1.5876625383270948e-06,0.0
1933,1.487030978353232e-06,0.0
1934,1.5145835163821175e-06,1.3274176202671129e-09
1935,1.4178936496023198e-06,0.0
1936,1.375785043222777e-06,0.0
1937,1.3654691315423406e-06,0.0
1938,1.421501394816005e-06,0.0
1939,1.4383906936643598e-06,0.0
1940,1.3847906252806297e-06,0.0
1941,1.3386331367826187e-06,0.0
1942,1.3524870183800886e-06,0.0
1943,1.4419063969484114e-06,0.0
1944,1.6114504930442308e-06,0.0
1945,1.7469534618896887e-06,0.0
1946,1.4411927473645392e-06,0.0
1947,1.576188999763417e-06,0.0
1948,1.4498638236659644e-06,0.0
1949,1.407171293266174e-06,0.0
1950,1.54797975682186e-06,0.0
1951,1.4241464469932907e-06,0.0
1952,1.4016338205635748e-06,0.0
1953,1.4563802679390392e-06,0.0
1954,1.389744618052191e-06,0.0
1955,1.4885755099669495e-06,0.0
1956,1.403622643891822e-06,0.0
1957,1.235059489346213e-06,0.0
1958,1.3759972787852348e-06,0.0
1959,1.214994732379182e-06,0.0
1960,1.3829632408146608e-06,0.0
1961,1.4768816676280494e-06,0.0
1962,1.4338229306076755e-06,0.0
1963,1.3173142221489798e-06,0.0
1964,1.2704516247907804e-06,0.0
1965,1.3358973767196858e-06,0.0
1966,1.3675466448148654e-06,0.0
1967,1.5182123505042e-06,0.0
1968,1.5450301589226e-06,0.0
1969,1.3824898914549522e-06,0.0
1970,1.3954683488748287e-06,5.057877450198589e-10
1971,1.4007173874119871e-06,0.0
1972,1.3657658257670846e-06,1.130600835175244e-09
1973,1.346005888080981e-06,6.093281434971232e-10
1974,1.1319107713347876e-06,0.0
1975,1.2245884555284192e-06,0.0
1976,1.2635359141199842e-06,0.0
1977,1.13266884937957e-06,0.0
1978,1.1915657935901436e-06,0.0
1979,1.1124375234317085e-06,0.0
1980,1.1408757600861463e-06,6.261667295781592e-10
1981,1.1516513573894827e-06,0.0
1982,1.1700914228640613e-06,0.0
1983,1.2009541450197503e-06,6.941931474102603e-10
1984,1.2144026371174732e-06,0.0
1985,1.182906125052341e-06,2.6433655264668232e-09
1986,1.1639705697064073e-06,0.0
1987,1.1044002832250044e-06,2.01410399469637e-09
1988,1.3217728209724555e-06,0.0
1989,1.2152058346259764e-06,0.0
1990,1.320563054463264e-06,1.790998682693612e-09
1991,1.1831061499378848e-06,0.0
1992,1.301153737642835e-06,1.8105107413290966e-09
1993,1.2477909265840026e-06,6.066071533972206e-10
1994,1.2614813869049613e-06,0.0
1995,1.1003960622701925e-06,0.0
1996,1.1842069866929705e-06,0.0
1997,1.1845086120843007e-06,5.234240263440881e-10
1998,1.1919064526466627e-06,0.0
1999,1.1515680391482874e-06,0.0
2000,1.1287057368747355e-06,0.0
2001,1.181945275874341e-06,4.777466755534476e-10
2002,1.3317635740861533e-06,4.77334616277858e-10
2003,1.3550265123285499e-06,4.5379322521910126e-10
2004,1.4030211730187148e-06,0.0
2005,1.23064822332708e-06,0.0
2006,1.3363532040955306e-06,0.0
2007,1.3307223802883072e-06,0.0
2008,1.443464221040358e-06,0.0
2009,1.6220817116163744e-06,5.21569676337208e-10
2010,1.6881749758113074e-06,0.0
2011,1.7750883998246536e-06,4.19642653959329e-10
2012,2.0251400627557814e-06,0.0
2013,2.0535657299092236e-06,0.0
2014,2.4725187302010454e-06,0.0
2015,2.21926735832767e-06,4.902833139475149e-10
2016,2.253744938229829e-06,2.2924880049846053e-10
2017,2.0033528471685713e-06,0.0
2018,1.960801704115056e-06,0.0
2019,2.056962365770687e-06,8.497503811710772e-10
