year,tout_DET âge_NOUN,tout_DET age_NOUN,tout_DET sage_ADJ
1849,2.0973675418645144e-06,2.5976186535103807e-08,1.0893239199560867e-08
1850,1.9939282083214493e-06,2.3761486112050534e-08,0.0
1851,1.9780429738602834e-06,2.644269869733762e-08,7.739326512989919e-09
1852,1.9147514649375807e-06,2.79953455972759e-08,7.812654523320361e-09
1853,2.007763441724819e-06,2.9262465783830294e-08,1.1943863675867306e-08
1854,2.0491700070124352e-06,2.6497888327980945e-08,4.1565315633818045e-09
1855,1.9832023099297658e-06,2.9188154115900034e-08,1.0613874223963649e-09
1856,2.1423209091153694e-06,3.209857402097782e-08,4.141751386299575e-09
1857,1.9750584669964155e-06,2.6360148841497733e-08,1.0251168802710708e-08
1858,1.6804883671284188e-06,2.495774786837046e-08,6.361778659424999e-09
1859,2.0246482108632335e-06,1.9350259172767892e-08,1.5276520048956854e-09
1860,1.8789339719660347e-06,3.2040287312185e-08,4.119465657481669e-09
1861,1.9137380604661303e-06,2.3108222557688407e-08,8.017138064531082e-09
1862,1.7719542029226432e-06,3.388489758227031e-08,4.517986429419807e-09
1863,1.7770861404642346e-06,3.2465035104678464e-08,2.4973103585068657e-09
1864,1.7946666730495053e-06,2.8288894227124217e-08,5.753673537611803e-09
1865,1.8234314893561532e-06,2.2592852921832218e-08,7.530950973944073e-09
1866,1.774489078343322e-06,2.335494220240264e-08,1.216403244796993e-08
1867,1.82465714715363e-06,2.7661025470138156e-08,5.338092634588065e-09
1868,1.635098328733875e-06,3.1615193130107855e-08,4.939874287401835e-09
1869,1.736091007842333e-06,2.392924325356205e-08,9.767038289254515e-10
1870,1.7867296264739707e-06,3.2110673231500186e-08,1.7202146374017957e-09
1871,1.729127689031884e-06,1.805600158277798e-08,0.0
1872,1.8547190165918437e-06,1.6327815988148586e-08,1.2094678591978436e-09
1873,1.8191467461292632e-06,1.9155214192601022e-08,1.7958012854535355e-09
1874,1.557580617372878e-06,1.613144434697844e-08,4.779687312606029e-09
1875,1.943602683240897e-06,2.8035483046195964e-08,2.8607636259891933e-09
1876,1.5949386806823895e-06,2.2370254537662504e-08,2.418405919968336e-09
1877,1.8721437982094358e-06,3.154256145165846e-08,0.0
1878,1.5719747352704871e-06,2.415635491637147e-08,3.0195443923020093e-09
1879,1.7594857126823626e-06,3.176849183716968e-08,2.443730107160036e-09
1880,1.5768648609082447e-06,1.6686400261534118e-08,0.0
1881,1.5743921721877996e-06,1.743126853970267e-08,0.0
1882,1.7337277995466138e-06,2.1962770935246567e-08,0.0
1883,1.5425506489918916e-06,2.970089296727707e-08,0.0
1884,1.671549625825719e-06,2.2445769687351458e-08,3.300848483434038e-09
1885,1.6636186046525836e-06,1.611408939616865e-08,0.0
1886,1.6578948134338134e-06,1.548831346509516e-08,6.453463874400711e-10
1887,1.4709667084389366e-06,1.7628096815602845e-08,5.223139698529167e-09
1888,1.5458418829439324e-06,3.1703073943845084e-08,6.340614699951175e-10
1889,1.6395862303397735e-06,3.069917065001704e-08,4.385595886446936e-09
1890,1.7454331100452691e-06,3.736000275811335e-08,6.554386478008212e-10
1891,1.831950839914498e-06,3.187109898217244e-08,0.0
1892,1.6454845308544463e-06,2.570090007480985e-08,1.8805537127519756e-09
1893,1.508812033534923e-06,2.7097032173628577e-08,1.2316833108982905e-09
1894,1.4871632174617844e-06,2.8356926806694105e-08,5.041231432301174e-09
1895,1.6250259022854152e-06,2.708376434235049e-08,8.426059849853118e-09
1896,1.7537764733788208e-06,3.8330688734156126e-08,2.358811590497112e-09
1897,1.6402199207732338e-06,3.612562338162206e-08,5.826713334045053e-09
1898,1.5509550621572998e-06,3.734514308906256e-08,2.26334195829736e-09
1899,1.4205876368578174e-06,2.432134493801641e-08,5.527578395003729e-10
1900,1.481007416259672e-06,3.426095107617044e-08,5.191053142894475e-10
1901,1.6011737216103938e-06,3.353243377413051e-08,1.1177477832191585e-09
1902,1.3409985513135325e-06,2.7988618367391638e-08,1.9641135384773634e-09
1903,1.4342984968607198e-06,3.2401321625741275e-08,5.400220270956879e-10
1904,1.4022397181179258e-06,3.9772226401169064e-08,0.0
1905,1.4806217905061203e-06,4.1802148409431084e-08,1.5482277682110634e-09
1906,1.4450014305111836e-06,4.3211149769462054e-08,0.0
1907,1.3613106375487405e-06,2.982849228727602e-08,0.0
1908,1.4213560461939778e-06,3.094175093920626e-08,2.4556945366072114e-09
1909,1.5408254512294661e-06,2.4754425786976952e-08,0.0
1910,1.41566556521866e-06,2.672075272158736e-08,5.344150677544235e-10
1911,1.336478021585208e-06,3.1922244403403965e-08,0.0
1912,1.3471562851918861e-06,3.229841105678588e-08,0.0
1913,1.3798379541185568e-06,2.2802856103343316e-08,2.6514948014977335e-09
1914,1.4819893294770736e-06,2.9465672568562695e-08,1.3393487430235496e-09
1915,1.5633071370757534e-06,2.2383447428886427e-08,0.0
1916,1.4129876717561274e-06,2.307367008569372e-08,0.0
1917,1.4563411241397262e-06,1.4256352098840352e-08,3.289927441585405e-09
1918,1.413972881891823e-06,2.6418665477478953e-08,3.44591288836682e-09
1919,1.4649687045675819e-06,2.394040582442969e-08,9.207848372660976e-10
1920,1.2986376987100812e-06,1.514446346106979e-08,0.0
1921,1.276765260627144e-06,3.63491876598232e-08,1.5145494858259667e-09
1922,1.1789941254392033e-06,1.3280283706063045e-08,1.4755870969551665e-09
1923,1.1422760053392267e-06,2.653987074552333e-08,0.0
1924,1.2401742424117401e-06,2.4494086203752374e-08,0.0
1925,1.1735055522876792e-06,2.1996355403786083e-08,1.0998177923937646e-09
1926,1.139135406447167e-06,2.1177663178661987e-08,0.0
1927,1.1227269851588062e-06,2.341337179689873e-08,1.1149224876660924e-09
1928,1.0854739684873493e-06,9.14083297942625e-09,1.1426041224282812e-09
1929,9.513906888969359e-07,7.798284462623428e-09,0.0
1930,1.0398567837910377e-06,1.1553963785715382e-08,0.0
1931,9.455040412831295e-07,1.0264820993199919e-08,0.0
1932,8.186773925444868e-07,1.3151444155923286e-08,1.0959536611565568e-09
1933,9.417413480150572e-07,2.1794258397989097e-08,2.2941324395731044e-09
1934,9.213835028276662e-07,1.4377896206951846e-08,1.1981580172459871e-09
1935,8.341893931174127e-07,1.6755597798123745e-08,1.196828414151696e-09
1936,1.0851618981178035e-06,1.4549657478823974e-08,0.0
1937,1.1281641718596802e-06,3.90324657040253e-08,0.0
1938,9.827632538872422e-07,1.5558256905023882e-08,0.0
1939,9.879956905933795e-07,2.141167065872196e-08,0.0
1940,9.914911061059684e-07,2.282204625281281e-08,0.0
1941,8.175662173925957e-07,2.9515025978810172e-09,0.0
1942,1.1651372915366665e-06,1.8205270624349623e-08,6.068423541449874e-09
1943,9.754870688993833e-07,8.709705623388686e-09,0.0
1944,8.354284091183217e-07,0.0,0.0
1945,9.040791724146402e-07,1.74280327946974e-08,2.178504043826024e-09
1946,1.0078879313368816e-06,6.960552134671616e-09,1.3921104269343232e-09
1947,8.73799820055865e-07,8.344609669919123e-09,0.0
1948,8.175659900189203e-07,1.522064296821668e-08,0.0
1949,7.402024380098737e-07,1.8652315914025053e-08,0.0
1950,8.114780598589277e-07,1.701657792452238e-08,0.0
1951,8.795656185611733e-07,9.595261918349252e-09,0.0
1952,7.876968766140635e-07,1.1599283977759e-08,3.1634410646574906e-09
1953,6.658225402134121e-07,6.464296542496584e-09,1.0773827385790469e-09
1954,7.603032941005949e-07,1.3681550337096837e-08,9.772536113672459e-10
1955,5.969246785753057e-07,1.0324168631115072e-08,0.0
1956,6.575740485459391e-07,2.616342520411763e-08,0.0
1957,6.988514655859035e-07,1.8553579117508434e-08,1.7670075402875796e-09
1958,7.047951271488273e-07,1.1581140935135181e-08,8.272243445794913e-10
1959,6.78190417602309e-07,1.7826720100089233e-08,0.0
1960,7.419133112307463e-07,8.997083522643834e-09,0.0
1961,8.671302680340887e-07,1.9454846067468168e-08,6.948159270159238e-10
1962,6.957126288398285e-07,1.395230431189276e-08,0.0
1963,7.578214535897132e-07,1.939815952312074e-08,0.0
1964,7.458945106009196e-07,1.1559539991878864e-08,0.0
1965,7.578780127914797e-07,3.447387203481256e-08,4.377634699181954e-09
1966,7.32819614768232e-07,1.550940953443103e-08,1.1078149508847446e-09
1967,7.346200163738104e-07,6.902469706915326e-09,1.9721342336964653e-09
1968,7.541087256868195e-07,1.1228539598118203e-08,1.3474247273492779e-09
1969,8.438585723524739e-07,1.0446042864042937e-08,9.083515606356229e-10
1970,7.859221113903914e-07,1.6095537902494073e-08,4.5987250119061684e-10
1971,7.039604383862752e-07,1.541519245584766e-08,2.569198631618974e-09
1972,7.094993179634912e-07,1.0260293670238951e-08,0.0
1973,6.880478053972183e-07,5.513203893414698e-09,1.102640756478479e-09
1974,6.32876833606133e-07,4.500457273515224e-08,0.0
1975,6.088437771722965e-07,1.3707552426467373e-08,0.0
1976,6.461999078055669e-07,1.4855170094030257e-08,0.0
1977,5.67109452731529e-07,8.22749468554207e-09,5.876781838942691e-10
1978,6.219798933670972e-07,6.118809203758957e-08,1.7821774056514528e-09
1979,6.226499635886285e-07,2.106710428328995e-08,1.7555920051037788e-09
1980,6.640256060563843e-07,1.591842174741842e-08,1.7055452605774235e-09
1981,6.072527298783825e-07,1.771153879115417e-08,0.0
1982,6.617197527702956e-07,1.3035754697909852e-08,1.2415004579935385e-09
1983,5.494325137078704e-07,2.084054262496693e-08,0.0
1984,6.23393418663909e-07,1.4497521294565274e-08,3.479405208395292e-09
1985,6.280242814682424e-07,1.0226449020933615e-08,3.0077789148208467e-09
1986,5.964512865830329e-07,7.792830936104167e-09,1.7983456945813714e-09
1987,5.536400067285285e-07,1.4054878372249391e-08,6.110816852533674e-10
1988,6.368339882101282e-07,1.439172936379407e-08,1.1993107618124554e-09
1989,7.063213161018211e-07,1.9208428403416633e-08,1.0976244357863152e-09
1990,5.715634756597865e-07,5.993516072333449e-09,0.0
1991,6.084200663281081e-07,7.619904929256904e-09,0.0
1992,5.55402380086889e-07,8.264916306899295e-09,2.2039776670368383e-09
1993,5.705383614440507e-07,7.20096943185311e-09,1.1078414852150331e-09
1994,6.372111442942696e-07,4.2199412852994556e-09,1.5824779264761446e-09
1995,5.433295768852986e-07,9.760411201487074e-09,1.0844901643380922e-09
1996,5.866563128620328e-07,6.4057106285986265e-09,5.338092190498855e-10
1997,5.787437658000272e-07,6.233362936924891e-09,4.79489448146353e-10
1998,6.446510951718665e-07,1.5258013630337075e-08,4.768129224785866e-10
1999,7.156934884733346e-07,1.142550282162702e-08,0.0
2000,7.629940341757901e-07,4.859834423776022e-09,4.4180314962005696e-10
2001,6.983651701375493e-07,4.381211837767296e-09,3.5049694258049158e-09
2002,7.469982392649399e-07,2.1906108038649563e-09,4.38122149670761e-10
2003,6.892090596011258e-07,6.250384487760385e-09,8.333845835650777e-10
2004,7.148976237658644e-07,5.7262285191317375e-09,4.404791253964646e-10
2005,6.971804396016523e-07,8.55712400937847e-09,4.5037495954858286e-10
2006,7.613978709741787e-07,1.0706514064207084e-08,1.2353669198716943e-09
2007,8.528213584213518e-07,1.5977918155218873e-09,1.1983438685803094e-09
2008,7.82091660767037e-07,7.663391698997657e-09,4.257439678578834e-10
2009,8.08685456377134e-07,8.105927040702454e-09,1.430457752249481e-09
2010,7.817877190063882e-07,2.834275814045384e-09,4.723793023408973e-10
2011,1.0925087963187252e-06,4.20636914189032e-09,7.64794394481072e-10
2012,1.0546374369369005e-06,1.7021263287730903e-09,3.404252713057332e-10
2013,8.716015713616798e-07,1.952387529424726e-09,2.789125042035323e-10
2014,7.936356496429653e-07,1.5158116567492996e-09,4.330890368553497e-10
2015,8.981563723864383e-07,1.10828768384863e-09,1.10828768384863e-09
2016,1.0418840474812896e-06,3.5212780746807226e-09,4.1426800878596737e-10
2017,7.858769777158159e-07,1.760927903493581e-09,7.54683426862357e-10
2018,8.289089805657568e-07,4.904786576886977e-09,2.5814667070633845e-10
2019,8.793254551164864e-07,1.02039510174734e-09,0.0
