year,derniers_ADJ ans_NOUN,derniers_ADJ gants_NOUN
1924,2.5783249313349188e-08,0.0
1925,2.969508017258704e-08,0.0
1926,1.2260752413340015e-08,1.1146138456652466e-09
1927,1.6723836537835268e-08,0.0
1928,2.5137291359556002e-08,0.0
1929,2.33948540540041e-08,0.0
1930,1.8906487042613662e-08,0.0
1931,1.3686427990933225e-08,0.0
1932,3.1782654730250215e-08,0.0
1933,2.1794258842078307e-08,0.0
1934,3.354842448288764e-08,0.0
1935,3.7101681726881e-08,0.0
1936,2.66743711563322e-08,0.0
1937,1.1332006444320086e-08,0.0
1938,3.1116513810047763e-08,3.8895642262559704e-09
1939,2.2941076593951948e-08,0.0
1940,2.028626333583361e-08,0.0
1941,2.9515025090631752e-08,0.0
1942,3.034211815133858e-08,0.0
1943,2.322588166236983e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,3.485606470121638e-08,0.0
1946,2.7842208538686464e-08,0.0
1947,1.0728784083369192e-08,0.0
1948,9.784699273041042e-09,1.0871887834440486e-09
1949,6.8719057111366055e-09,0.0
1950,1.701657836861159e-08,0.0
1951,1.1727541604500402e-08,0.0
1952,1.0544804140977249e-08,0.0
1953,1.8315507332999914e-08,0.0
1954,8.795282724349818e-09,0.0
1955,2.815682353940474e-09,0.0
1956,1.5698054411927842e-08,0.0
1957,1.8553580005686854e-08,0.0
1958,1.0753916868111446e-08,0.0
1959,3.8753737996444215e-09,0.0
1960,2.145458388724819e-08,2.7683333403416555e-09
1961,1.876002997391879e-08,1.3896318540318475e-09
1962,1.7123282347597524e-08,2.5367825617905737e-09
1963,1.0345685197421517e-08,0.0
1964,1.8860301764789256e-08,0.0
1965,1.9699356812452606e-08,5.472043373977442e-10
1966,1.0524241922382771e-08,5.539074754423723e-10
1967,1.3804939413830652e-08,0.0
1968,2.110965446888713e-08,0.0
1969,2.043791091921321e-08,0.0
1970,1.4715920038099739e-08,0.0
1971,1.4387513402880359e-08,0.0
1972,1.128632298730281e-08,0.0
1973,1.2129047988196362e-08,0.0
1974,1.0688586016271984e-08,0.0
1975,1.1422960355389478e-08,1.1422960355389478e-09
1976,1.1427053969725876e-08,5.713526873840635e-10
1977,5.876781727920388e-09,4.11374712072643e-09
1978,1.485147826940647e-08,0.0
1979,1.462993370893173e-08,1.7555920051037788e-09
1980,1.0233271119375331e-08,0.0
1981,1.0753434587229549e-08,0.0
1982,7.449002747961231e-09,1.2415004579935385e-09
1983,8.841442245000053e-09,0.0
1984,1.1018116197192285e-08,0.0
1985,8.421781494405423e-09,2.4062232206745193e-09
1986,9.591176741707841e-09,0.0
1987,6.110816741511371e-09,0.0
1988,7.795519785247507e-09,5.996553809062277e-10
1989,1.4817929994137558e-08,0.0
1990,1.3076762783725826e-08,0.0
1991,1.1136783939491579e-08,0.0
1992,5.509944056569793e-09,0.0
1993,4.4313659408601325e-09,0.0
1994,4.2199412852994556e-09,0.0
1995,8.675921314704738e-09,0.0
1996,4.804283193493575e-09,5.338092190498855e-10
1997,3.3564262480467733e-09,0.0
1998,1.2873949017944142e-08,0.0
1999,1.1882523409667556e-08,4.570201161957499e-10
2000,3.97622823555821e-09,0.0
2001,9.20054432640427e-09,8.762423564512289e-10
2002,7.009954394732176e-09,0.0
2003,1.4584229823810801e-08,0.0
2004,7.047666006343434e-09,8.809582507929292e-10
2005,1.216012357474483e-08,9.007499190971657e-10
2006,8.64756888319107e-09,0.0
2007,5.192823504529542e-09,3.994479469415779e-10
2008,6.3861596011349775e-09,0.0
2009,7.629108011997232e-09,0.0
2010,5.668551850135373e-09,0.0
2011,1.529588788962144e-09,0.0
2012,2.382976926895708e-09,0.0
2013,6.9728125495771565e-09,2.789125042035323e-10
2014,6.712880029624557e-09,6.496335691608124e-10
2015,8.201329393386914e-09,2.881548111233201e-09
2016,9.942432654952427e-09,1.4499380585064614e-09
2017,4.024978128569501e-09,7.54683426862357e-10
2018,7.744399788123246e-09,0.0
2019,6.12237061048404e-09,2.55098775436835e-10
