year,faux_ADJ airs_NOUN,faux_ADJ verres_NOUN
1878,4.046189516770937e-08,0.0
1879,4.032154521382836e-08,0.0
1880,3.658172431642015e-08,0.0
1881,5.0899306103247e-08,0.0
1882,2.728707926280549e-08,0.0
1883,1.2638677659992936e-08,0.0
1884,2.0465261485469455e-08,0.0
1885,2.5782542323327107e-08,0.0
1886,2.6459201052375647e-08,0.0
1887,2.6115698048556624e-08,0.0
1888,2.9166827175686194e-08,0.0
1889,2.192797943223468e-08,0.0
1890,2.4906668727453507e-08,0.0
1891,1.0836173736095134e-08,0.0
1892,2.570090096298827e-08,1.2537024751679837e-09
1893,2.4017824173938607e-08,0.0
1894,3.0877544077156927e-08,0.0
1895,2.2268872967856623e-08,1.2037228991346183e-09
1896,3.184395680477792e-08,0.0
1897,2.7385553380554484e-08,0.0
1898,2.4330926606808134e-08,0.0
1899,2.819064981451902e-08,5.527578395003729e-10
1900,2.387884379118077e-08,0.0
1901,3.63268028991115e-08,0.0
1902,3.2407871941586563e-08,0.0
1903,2.754112315983548e-08,0.0
1904,2.579820090886642e-08,0.0
1905,2.6835946798087207e-08,0.0
1906,2.0576738535282857e-08,0.0
1907,2.4171363577352167e-08,0.0
1908,2.3083527977973972e-08,0.0
1909,2.53045246978445e-08,0.0
1910,1.977335806202518e-08,0.0
1911,3.458243114096149e-08,0.0
1912,2.5526164293410147e-08,0.0
1913,3.553003224965323e-08,0.0
1914,2.5447626228469744e-08,0.0
1915,5.890381071793627e-09,0.0
1916,5.933229374477378e-08,0.0
1917,3.180263163926611e-08,0.0
1918,1.9526840588923733e-08,1.1486376294556067e-09
1919,4.1435317399418636e-08,0.0
1920,2.1202248845497706e-08,0.0
1921,2.120369302360814e-08,0.0
1922,3.32007097370024e-08,0.0
1923,2.1231896241147297e-08,0.0
1924,1.933743654092268e-08,0.0
1925,2.1996356736053713e-08,0.0
1926,2.452150482668003e-08,0.0
1927,1.6723836537835268e-08,0.0
1928,1.4853853258500749e-08,0.0
1929,1.3368487650211591e-08,0.0
1930,1.1553964007759987e-08,0.0
1931,2.167017854048936e-08,0.0
1932,2.082311922890767e-08,0.0
1933,1.605892663292252e-08,0.0
1934,1.0783422155213884e-08,0.0
1935,1.795242710045386e-08,0.0
1936,1.2124714565686645e-08,0.0
1937,7.554670666820584e-09,0.0
1938,2.463390735840676e-08,0.0
1939,1.2235240376412548e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,5.158160121254696e-08,0.0
1943,3.193558839598154e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,3.485606470121638e-08,0.0
1946,3.6194869323935563e-08,0.0
1947,1.7881307101674793e-08,0.0
1948,1.0871888278529696e-08,0.0
1949,2.4542520904446974e-08,0.0
1950,2.6588404367089424e-08,0.0
1951,4.157946520422229e-08,1.0661401761424827e-09
1952,2.6362009464264702e-08,0.0
1953,2.1547654327491728e-08,0.0
1954,2.34540866728139e-08,0.0
1955,2.3464020060259827e-08,0.0
1956,3.0523995775411095e-08,0.0
1957,2.2087593976038988e-08,0.0
1958,3.722509589465517e-08,0.0
1959,2.015194411342236e-08,0.0
1960,3.3220000972278285e-08,0.0
1961,2.570818935510033e-08,0.0
1962,3.107558654846798e-08,6.341956404476434e-10
1963,1.5518526907953856e-08,0.0
1964,2.798625509115027e-08,0.0
1965,3.447387442179206e-08,0.0
1966,3.323444985880997e-08,0.0
1967,3.500538170442269e-08,0.0
1968,3.5482184301827147e-08,0.0
1969,2.2254612375149918e-08,0.0
1970,2.8971967935831344e-08,4.5987250119061684e-10
1971,2.6719666479380066e-08,5.138397485282553e-10
1972,1.846852804021637e-08,0.0
1973,2.205281468548037e-08,0.0
1974,2.7565301152776556e-08,0.0
1975,1.770558810676448e-08,0.0
1976,2.285410793945175e-08,5.713526873840635e-10
1977,2.703319701424789e-08,0.0
1978,2.613860239364385e-08,0.0
1979,2.925986741786346e-08,0.0
1980,2.785723829390463e-08,0.0
1981,3.479052068655619e-08,6.325549528618524e-10
1982,3.5382761609525915e-08,0.0
1983,2.9681984869966982e-08,0.0
1984,4.349256244040589e-08,0.0
1985,2.3460676956688076e-08,6.015558051686298e-10
1986,4.016305155118971e-08,1.1988970927134801e-09
1987,4.3386798154188e-08,0.0
1988,5.4568641161267806e-08,0.0
1989,6.860152979015766e-08,0.0
1990,4.195461400513523e-08,0.0
1991,5.2753186707832356e-08,0.0
1992,5.0691486563891885e-08,1.1019888335184191e-09
1993,6.314696321396696e-08,0.0
1994,4.272690645734656e-08,5.274926606624319e-10
1995,5.042879180905402e-08,0.0
1996,6.085424786306248e-08,0.0
1997,5.7538734665740776e-08,4.79489448146353e-10
1998,7.438281812710557e-08,4.768129224785866e-10
1999,6.535387342410104e-08,0.0
2000,6.936309659977269e-08,4.4180314962005696e-10
2001,7.754744757448861e-08,2.6287270138425356e-09
2002,7.185203543258467e-08,0.0
2003,8.375515392344823e-08,8.333845835650777e-10
2004,8.501247350523045e-08,0.0
2005,8.737274015402363e-08,0.0
2006,1.0047651244349254e-07,0.0
2007,1.0665259964071083e-07,1.997239706952314e-09
2008,1.3198062731589744e-07,0.0
2009,1.0346978029929232e-07,4.76819250749827e-10
2010,1.464375856130573e-07,9.447586046817946e-10
2011,2.198783874973742e-07,3.82397197240536e-10
2012,2.1412749617866211e-07,1.0212758416727752e-09
2013,2.0109591503114643e-07,2.5102124823206395e-09
2014,2.078827350260326e-07,6.496335691608124e-10
2015,2.0015676227558288e-07,2.2165753954528356e-10
2016,2.2846880654014967e-07,2.0713400439298368e-10
2017,2.329456094685156e-07,1.0062445321423752e-09
2018,2.2768536211970059e-07,2.5814667070633845e-10
2019,2.714251081670227e-07,7.65296326310505e-10
