year,grand_ADJ art_NOUN,grand_ADJ dard_NOUN
1935,9.407071477340878e-07,1.196828414151696e-09
1936,8.1356833270263e-07,0.0
1937,7.667990864490548e-07,1.2591118148108649e-09
1938,9.140475949465099e-07,0.0
1939,7.738789706834837e-07,0.0
1940,6.339457536697068e-07,0.0
1941,8.765962817847139e-07,0.0
1942,1.055905647362465e-06,0.0
1943,8.883899509370963e-07,0.0
1944,8.900525756416755e-07,0.0
1945,9.215072167556571e-07,2.178504043826024e-09
1946,9.842220904943133e-07,4.1763312808029696e-09
1947,1.040692046316849e-06,1.1920870957027319e-09
1948,1.0002137091902341e-06,0.0
1949,9.306523907071096e-07,0.0
1950,7.551106691039422e-07,0.0
1951,9.040868711451822e-07,1.0661401761424827e-09
1952,7.803155028796027e-07,0.0
1953,7.918763023084807e-07,0.0
1954,9.1861840090246e-07,0.0
1955,9.010183301683128e-07,0.0
1956,7.927517700068165e-07,8.72114158667614e-10
1957,7.712987697416906e-07,0.0
1958,7.138946163109949e-07,0.0
1959,7.766249074947496e-07,0.0
1960,9.121658628430396e-07,0.0
1961,8.240517033186734e-07,6.948159270159238e-10
1962,8.130388362559415e-07,0.0
1963,8.593384954735939e-07,1.2932106496776896e-09
1964,8.255944905499746e-07,6.083968329129164e-10
1965,8.74979727782943e-07,0.0
1966,8.081510340929299e-07,0.0
1967,9.352846674914872e-07,4.930335584241163e-10
1968,1.1745052308498316e-06,3.1439910674890825e-09
1969,7.730072031364443e-07,4.5417578031781147e-10
1970,8.663997963509473e-07,1.3796175313274261e-09
1971,9.876000035546895e-07,2.0553589941130213e-09
1972,1.0403937462655222e-06,0.0
1973,6.946636901261627e-07,5.513203782392395e-10
1974,6.328767963026394e-07,5.625571675160757e-10
1975,7.447770116186803e-07,5.711480177694739e-10
1976,6.930508353875098e-07,0.0
1977,6.105976435577531e-07,0.0
1978,6.938610885853791e-07,0.0
1979,7.432006103869071e-07,1.1703946700691858e-09
1980,8.067228982611141e-07,5.685150683554241e-10
1981,7.502101873058109e-07,0.0
1982,6.797215075238228e-07,0.0
1983,7.180514565163776e-07,0.0
1984,6.953011038035584e-07,0.0
1985,6.996094246147777e-07,6.015558051686298e-10
1986,7.517084883446046e-07,5.994485463567401e-10
1987,8.280156951201434e-07,3.0554083707556856e-09
1988,7.7535441800336e-07,5.996553809062277e-10
1989,7.968753461540246e-07,5.488122178931576e-10
1990,7.58997105165804e-07,0.0
1991,7.748857164813217e-07,2.344586080837985e-09
1992,8.286956258984901e-07,0.0
1993,8.657780945497962e-07,5.539207426075166e-10
1994,7.590619572894752e-07,5.274926606624319e-10
1995,8.29634984711447e-07,2.1689803286761844e-09
1996,7.702867250714007e-07,0.0
1997,7.278649887254574e-07,4.79489448146353e-10
1998,8.930706307808123e-07,9.536258449571733e-10
1999,6.873582716337978e-07,4.570201161957499e-10
2000,7.983382896981084e-07,0.0
2001,7.062513187605646e-07,0.0
2002,7.009954554604292e-07,1.3143663935011318e-09
2003,8.125499402211744e-07,0.0
2004,7.254691380964573e-07,0.0
2005,7.976140246057639e-07,4.5037495954858286e-10
2006,7.910466379712489e-07,4.1178899179428186e-10
2007,7.61347795474876e-07,7.988958938831558e-10
2008,7.109924009540691e-07,8.514879357157668e-10
2009,6.966329433311103e-07,2.384096253749135e-09
2010,6.48576788719879e-07,9.447586046817946e-10
2011,7.376442088258273e-07,1.529588788962144e-09
2012,6.144676216734979e-07,0.0
2013,6.122129718733049e-07,1.3945624655065103e-09
2014,7.472951164544384e-07,2.1654451842767486e-10
2015,9.107908205407966e-07,2.2165753954528356e-10
2016,8.285359909265821e-07,1.0356699942093428e-09
2017,5.300393288720784e-07,0.0
2018,6.389130211559291e-07,1.290733298020541e-09
2019,6.910625938161274e-07,5.1019755087367e-10
