year,serez_VERB aux_ADP,serez_VERB beaux_ADJ
1876,9.069021977836655e-09,0.0
1877,8.658742167710898e-09,4.329371083855449e-09
1878,4.831270938865373e-09,3.6234530931267273e-09
1879,1.0385853066452455e-08,0.0
1880,1.2835692508872398e-08,0.0
1881,1.5339516323820135e-08,0.0
1882,1.3310770263785798e-08,0.0
1883,4.423537092179686e-09,0.0
1884,6.601696966868076e-09,0.0
1885,9.023890079618013e-09,0.0
1886,6.4534639854230136e-09,0.0
1887,1.1099172247952538e-08,6.528924623161458e-10
1888,5.706553452000662e-09,0.0
1889,8.14467782106476e-09,1.2530273485467092e-09
1890,9.831579994568074e-09,0.0
1891,1.2748440525456317e-08,0.0
1892,1.7551833764173352e-08,0.0
1893,8.005941687372342e-09,0.0
1894,1.3863386882917439e-08,0.0
1895,8.426059849853118e-09,0.0
1896,2.358811590497112e-09,0.0
1897,5.2440420894583895e-09,5.826713556089658e-10
1898,1.0185038590293516e-08,1.6975064687230201e-09
1899,1.2713430308508578e-08,5.527578395003729e-10
1900,8.30568502863116e-09,0.0
1901,8.38310842965484e-09,2.794369402536745e-09
1902,5.4013122863239005e-09,4.910283846193408e-10
1903,5.400220270956879e-09,1.0800440541913758e-09
1904,5.374625189347171e-10,0.0
1905,5.160758931310738e-09,1.0321518084666081e-09
1906,1.2346042410626978e-08,0.0
1907,1.2857108266928208e-08,0.0
1908,5.893666887857307e-09,0.0
1909,7.151278680339601e-09,0.0
1910,1.1757131268552712e-08,0.0
1911,1.8621308939259507e-08,0.0
1912,1.1981668990301841e-08,0.0
1913,6.893886794756554e-09,0.0
1914,3.3483718020477227e-09,0.0
1915,4.712304768617059e-09,0.0
1916,2.197492410260793e-09,0.0
1917,9.869782324756216e-09,0.0
1918,1.033773866510046e-08,0.0
1919,1.8415696745321952e-09,1.8415696745321952e-09
1920,1.0601124422748853e-08,0.0
1921,6.058197943303867e-09,7.572747429129834e-10
1922,1.4755870969551665e-09,0.0
1923,2.229349149729387e-08,0.0
1924,1.2891624656674594e-08,0.0
1925,4.399271169575059e-09,0.0
1926,8.916910765321973e-09,0.0
1927,1.1149224654616319e-08,0.0
1928,7.998228745975666e-09,0.0
1929,7.798284684668033e-09,0.0
1930,9.453243521306831e-09,0.0
1931,9.124285327288817e-09,0.0
1932,6.575722188983946e-09,0.0
1933,4.588264879146209e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,9.574627313213568e-09,0.0
1936,7.274828739411987e-09,1.2124714565686645e-09
1937,5.0364472592434595e-09,0.0
1938,1.0372171566075394e-08,0.0
1939,1.5294050470515685e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,2.7842208538686464e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,5.435944139264848e-09,0.0
1949,1.9634016634739737e-09,1.9634016634739737e-09
1950,5.317680518146517e-09,1.0635361480382244e-09
1951,3.1984206394497505e-09,0.0
1952,6.326882129314981e-09,0.0
1953,1.8315507332999914e-08,2.1547654771580937e-09
1954,3.9090144454689835e-09,0.0
1955,5.631364707880948e-09,0.0
1956,1.744228317335228e-09,0.0
1957,1.0602045463770082e-08,0.0
1958,2.4816730892496253e-09,0.0
1959,2.325224457422337e-09,0.0
1960,1.3841666701708277e-09,0.0
1961,5.55852741612739e-09,3.47407969059077e-09
1962,6.976152100435229e-09,0.0
1963,7.759263453976928e-09,0.0
1964,5.475571551727398e-09,5.475571551727398e-09
1965,2.73602163147757e-09,0.0
1966,9.416426749453422e-09,0.0
1967,1.2818872185960117e-08,4.930335584241163e-10
1968,3.5931326802796093e-09,1.3474247273492779e-09
1969,9.991866889436096e-09,0.0
1970,1.2876429700270364e-08,0.0
1971,4.1107179882260425e-09,1.0276794970565106e-09
1972,1.5390440033513642e-09,0.0
1973,6.615844760915479e-09,0.0
1974,6.1881286761433785e-09,0.0
1975,2.2845920710778955e-09,0.0
1976,5.142174241967723e-09,5.713526873840635e-10
1977,5.876781727920388e-09,0.0
1978,5.346532105932056e-09,0.0
1979,8.192762912528906e-09,1.1703946700691858e-09
1980,1.7055452605774235e-09,1.1370301367108482e-09
1981,2.5302198114474095e-09,6.325549528618524e-10
1982,2.483000915987077e-09,0.0
1983,8.209910973278056e-09,0.0
1984,4.639206796497319e-09,1.1598016991243298e-09
1985,7.218669662023558e-09,1.2031116103372597e-09
1986,2.3977941854269602e-09,0.0
1987,6.721898593298192e-09,0.0
1988,6.596209356501959e-09,0.0
1989,4.939309850016116e-09,0.0
1990,6.538381391862913e-09,0.0
1991,9.96449056600568e-09,0.0
1992,7.162927584403178e-09,5.509944167592096e-10
1993,1.0524494165053966e-08,0.0
1994,5.274926717646622e-09,0.0
1995,7.591431483433553e-09,0.0
1996,1.067618438099771e-09,5.338092190498855e-10
1997,2.3974471297094624e-09,0.0
1998,6.198567881199324e-09,0.0
1999,1.0054442611817649e-08,1.3710603763428253e-09
2000,3.5344251969604557e-09,8.836062992401139e-10
2001,3.943090742808408e-09,0.0
2002,5.257465574004527e-09,4.38122149670761e-10
2003,7.91715315529018e-09,4.1669229178253886e-10
2004,7.047666006343434e-09,0.0
2005,9.007498746882447e-09,0.0
2006,6.58862386870851e-09,0.0
2007,5.991719120856942e-09,7.988958938831558e-10
2008,1.7455501932772677e-08,4.257439678578834e-10
2009,1.1443662017995848e-08,4.76819250749827e-10
2010,1.1337103700270745e-08,9.447586046817946e-10
2011,3.8622115283715175e-08,7.64794394481072e-10
2012,3.9148904562580356e-08,1.3617010852229328e-09
2013,2.119734965333464e-08,1.3945624655065103e-09
2014,2.793424336289263e-08,1.9489005964601347e-09
2015,3.435691908748595e-08,2.2165753954528356e-10
2016,3.769838841094497e-08,1.0356699942093428e-09
2017,3.421231298261773e-08,5.031222660711876e-10
2018,3.5624239558273985e-08,2.5814667070633845e-10
2019,3.3417940414892655e-08,1.02039510174734e-09
