year,tes_DET eaux_NOUN,tes_DET sauts_NOUN
1883,4.7395041335995813e-08,0.0
1884,5.3473745431631414e-08,0.0
1885,5.1565084646654213e-08,6.445635691854079e-10
1886,6.13079063072064e-08,0.0
1887,5.549585813113822e-08,0.0
1888,4.5652425617603853e-08,0.0
1889,5.388017676466461e-08,0.0
1890,4.063719782898545e-08,0.0
1891,4.971891587324251e-08,0.0
1892,3.322311670217459e-08,1.2537024751679837e-09
1893,3.879802457085191e-08,0.0
1894,3.7179081591176555e-08,0.0
1895,2.9491210584708938e-08,0.0
1896,5.48423693125244e-08,0.0
1897,3.787363744844896e-08,0.0
1898,3.3384293107729945e-08,0.0
1899,5.30647525920358e-08,5.527578395003729e-10
1900,3.8932899570909285e-08,0.0
1901,3.632680295462265e-08,0.0
1902,4.075535509073802e-08,4.910283846193408e-10
1903,5.508224765193859e-08,0.0
1904,4.407192566446838e-08,0.0
1905,2.7868098273486908e-08,0.0
1906,4.3211151101729683e-08,0.0
1907,4.577130496841164e-08,0.0
1908,5.255186374952814e-08,0.0
1909,3.135560788791736e-08,0.0
1910,5.557916726850465e-08,0.0
1911,6.916486583463666e-08,1.5961122423746588e-09
1912,6.720153034045495e-08,5.209421227725386e-10
1913,7.106006372215035e-08,0.0
1914,6.830678656033484e-08,0.0
1915,2.7095752974659604e-08,0.0
1916,7.031975557403314e-08,0.0
1917,4.934891040253575e-08,5.483212106582869e-09
1918,1.2405286398120552e-07,0.0
1919,8.655377492505778e-08,0.0
1920,7.117897693476039e-08,1.514446346106979e-09
1921,9.541661505352295e-08,7.572747429129834e-10
1922,7.377935717922668e-08,0.0
1923,7.749642350063368e-08,0.0
1924,1.0828964380760198e-07,0.0
1925,9.018506119673475e-08,0.0
1926,6.35329865383838e-08,0.0
1927,8.807887319495222e-08,0.0
1928,6.28432237359533e-08,0.0
1929,6.350031611646045e-08,4.4561625500705304e-09
1930,5.566909955234678e-08,0.0
1931,5.588624940600084e-08,3.4216069977333063e-09
1932,4.7126007984843454e-08,0.0
1933,5.04709138926529e-08,0.0
1934,2.156684431042777e-08,0.0
1935,3.710168261505942e-08,0.0
1936,5.941110048368614e-08,0.0
1937,4.658713681493509e-08,0.0
1938,7.649476674309597e-08,2.5930428915188486e-09
1939,5.964679594683275e-08,1.2235240376412548e-08
1940,2.7893612752905028e-08,2.5357829169792012e-09
1941,4.7224041566096275e-08,0.0
1942,6.675266206457309e-08,3.034211770724937e-09
1943,8.129058670647282e-08,2.9032352077962287e-09
1944,1.0282195717081777e-07,0.0
1945,6.099811411530709e-08,0.0
1946,8.909506732379668e-08,0.0
1947,6.675687558299614e-08,0.0
1948,7.827759329614992e-08,0.0
1949,5.301184635708722e-08,9.817008317369869e-10
1950,7.657459955012769e-08,0.0
1951,3.731490494374157e-08,1.0661401761424827e-09
1952,5.799642011083961e-08,1.0544803918932644e-09
1953,6.572034605412114e-08,1.0773827385790469e-09
1954,5.277169390360825e-08,1.9545072227344917e-09
1955,4.411235732248997e-08,9.385607846468247e-10
1956,5.05826205365878e-08,2.616342476002842e-09
1957,3.8874164776103726e-08,3.534015080575159e-09
1958,7.279573904783732e-08,4.9633461784992505e-09
1959,6.975673072506794e-08,1.5501495642666896e-09
1960,5.190624918771647e-08,1.3841666701708277e-09
1961,5.2806009509520635e-08,2.779263708063695e-09
1962,5.8345999365272405e-08,0.0
1963,8.470530055149084e-08,6.466053248388448e-10
1964,6.023128817922441e-08,6.083968329129164e-10
1965,4.870118530675427e-08,1.6416130677043839e-09
1966,7.311578609225933e-08,0.0
1967,7.148986735927565e-08,4.930335584241163e-10
1968,7.096436943632156e-08,2.6948494546985557e-09
1969,5.813450071334714e-08,9.083515606356229e-10
1970,6.024329768372638e-08,9.197450023812337e-10
1971,5.9091569859504034e-08,1.541519245584766e-09
1972,4.206720438659772e-08,1.0260293725750103e-09
1973,4.134902831243181e-08,0.0
1974,4.106667361725158e-08,1.1251143350321513e-09
1975,3.8838066096502644e-08,5.711480177694739e-10
1976,4.685091936629249e-08,5.713526873840635e-10
1977,4.760193350605846e-08,5.876781838942691e-10
1978,6.059403057090407e-08,1.7821774056514528e-09
1979,4.271940534650298e-08,4.096381456264453e-09
1980,4.4912690011500445e-08,5.685150683554241e-10
1981,4.427884686686312e-08,0.0
1982,4.2831765689754775e-08,6.207502289967692e-10
1983,4.736487024814551e-08,1.89459470334441e-09
1984,5.161117666574455e-08,5.799008495621649e-10
1985,5.293691107688403e-08,1.2031116103372597e-09
1986,4.3160296780975216e-08,1.1988970927134801e-09
1987,4.0331391115699944e-08,0.0
1988,4.197587677445824e-08,5.996553809062277e-10
1989,3.786804469996241e-08,0.0
1990,4.7948126857821904e-08,5.44865097484859e-10
1991,3.634108391992186e-08,1.1722930404189924e-09
1992,5.785441348216125e-08,5.509944167592096e-10
1993,3.8220531850541306e-08,5.539207426075166e-10
1994,4.483687721101859e-08,5.274926606624319e-10
1995,2.602776427718112e-08,0.0
1996,3.0427125041754266e-08,1.067618438099771e-09
1997,3.068732568056731e-08,4.79489448146353e-10
1998,4.529722885671106e-08,0.0
1999,3.747565005540743e-08,9.140402323914998e-10
2000,2.960081113556612e-08,1.3254094488601709e-09
2001,3.767842238211472e-08,1.3143635069212678e-09
2002,4.2935970945290336e-08,2.1906108038649563e-09
2003,4.0419152136372816e-08,2.083461403401543e-09
2004,3.7440725186854706e-08,4.404791253964646e-10
2005,3.1976622238971686e-08,1.3511248786457486e-09
2006,3.37666967720196e-08,1.2353669198716943e-09
2007,4.03442428353884e-08,1.1983438685803094e-09
2008,4.214865234608567e-08,2.1287198670449925e-09
2009,4.8635562244214725e-08,2.860915504498962e-09
2010,3.164941375644048e-08,4.723792912386671e-09
2011,3.2121365900472654e-08,7.64794394481072e-10
2012,3.7446780898342524e-08,3.744677901096338e-09
2013,3.514297408635514e-08,3.0680376017500066e-09
2014,5.132104963223583e-08,2.3819897165822113e-09
2015,3.856841301885794e-08,2.881548111233201e-09
2016,5.654758217232825e-08,1.86420612280358e-09
2017,4.6538809472806975e-08,1.0062445321423752e-09
2018,3.5366094608413334e-08,2.581466596041082e-09
2019,3.6479124387867046e-08,5.612172948588068e-09
