year,trois_DET âges_NOUN,trois_DET ages_NOUN
1856,8.749449492695405e-08,2.5885946164372342e-09
1857,8.005675150579705e-08,1.4644527812635033e-09
1858,1.0961834107092727e-07,1.9574704079872163e-09
1859,1.059172090034366e-07,1.018434669930457e-09
1860,1.0207120348937337e-07,0.0
1861,1.0469439470917052e-07,4.715963730639317e-10
1862,9.126332445319463e-08,4.517986262886353e-10
1863,8.341016466406614e-08,4.994620828036034e-10
1864,1.1938872823691327e-07,1.4384183844029508e-09
1865,8.89593603781158e-08,1.4120533076145136e-09
1866,1.2358656553690395e-07,9.731225825149181e-10
1867,1.2180556296925715e-07,2.426405742994575e-09
1868,8.89177309559841e-08,0.0
1869,1.1671610922192599e-07,9.767038289254515e-10
1870,9.23181886491875e-08,5.734048791339319e-10
1871,7.22240054429335e-08,0.0
1872,7.861541273523898e-08,1.8142017887967654e-09
1873,6.345164765830802e-08,5.986004469882289e-10
1874,1.1232265295646471e-07,0.0
1875,9.726596306158797e-08,1.1443054281912168e-09
1876,1.0338685552113702e-07,0.0
1877,7.29808320443226e-08,0.0
1878,9.66254205536643e-08,1.8117266020745149e-09
1879,7.636656895737559e-08,1.832797580370027e-09
1880,9.177520343683909e-08,0.0
1881,1.10862873159423e-07,1.3945015142624584e-09
1882,7.187816208897857e-08,1.3310770263785798e-09
1883,8.973461484984568e-08,0.0
1884,8.978308052576267e-08,0.0
1885,4.640857836912815e-08,0.0
1886,6.259859780533006e-08,6.453463874400711e-10
1887,6.985949202453767e-08,0.0
1888,7.672143609305238e-08,1.268122939990235e-09
1889,8.645888804892365e-08,6.265136742733546e-10
1890,7.275368840709007e-08,0.0
1891,4.079500948162007e-08,0.0
1892,5.955086734843462e-08,1.8805537127519756e-09
1893,4.6188123659085534e-08,1.2316833108982905e-09
1894,6.616616277099752e-08,6.301539290376468e-10
1895,6.078800729447664e-08,0.0
1896,3.0074846835148605e-08,1.179405795248556e-09
1897,5.2440423559119154e-08,5.826713556089658e-10
1898,4.9793524414809553e-08,1.13167097914868e-09
1899,5.140647907353468e-08,0.0
1900,7.838489946010441e-08,1.038210628578895e-09
1901,6.25938768594736e-08,0.0
1902,3.7318156398402635e-08,1.9641135939885146e-09
1903,3.888158772724637e-08,5.400220270956879e-10
1904,3.117282432185675e-08,0.0
1905,4.231822520184281e-08,5.160759042333041e-10
1906,4.4754404626701216e-08,2.0576738091193647e-09
1907,4.16570322125942e-08,5.142843373384665e-10
1908,6.384805750769829e-08,1.4734167219643268e-09
1909,3.6306492035009796e-08,1.1001967115120692e-09
1910,4.382203400155049e-08,2.137660271017694e-09
1911,5.3203741856577835e-08,5.320374141248863e-10
1912,1.000208846302364e-07,5.209421227725386e-10
1913,4.8787506479186504e-08,5.30298971401777e-10
1914,4.085013571852869e-08,0.0
1915,2.3561524065129902e-08,0.0
1916,2.6369909367218725e-08,0.0
1917,3.289927263949721e-08,0.0
1918,1.4932290071101306e-08,1.1486376294556067e-09
1919,2.7623545728605592e-08,0.0
1920,6.73928637340282e-08,7.572231730534895e-10
1921,7.042655436606537e-08,1.5145494858259667e-09
1922,1.9920425642361295e-08,1.4755870969551665e-09
1923,4.140219900250486e-08,1.0615948120573648e-09
1924,4.769901096324247e-08,0.0
1925,5.279125470103452e-08,0.0
1926,5.015762383209221e-08,0.0
1927,6.020581289067906e-08,0.0
1928,4.6846768242403414e-08,0.0
1929,4.2333544891803854e-08,1.1140406375176326e-09
1930,3.886333144187404e-08,1.0503603542488804e-09
1931,3.5356607419601005e-08,0.0
1932,5.808554437436442e-08,1.0959536611565568e-09
1933,7.685343916818965e-08,0.0
1934,6.949316855298093e-08,0.0
1935,6.103825000991492e-08,0.0
1936,4.607391579369846e-08,2.424942913137329e-09
1937,6.169647903675468e-08,3.777335333410292e-09
1938,4.2785208265172514e-08,0.0
1939,3.058810094103137e-08,0.0
1940,6.339457314652464e-08,0.0
1941,5.017554371988808e-08,0.0
1942,3.3376331032286544e-08,0.0
1943,2.6129116648121453e-08,2.9032352077962287e-09
1944,2.8918675454292497e-08,0.0
1945,4.1391575500426825e-08,0.0
1946,5.290019533532586e-08,2.7842208538686464e-09
1947,4.52993091926146e-08,0.0
1948,7.066726936955092e-08,0.0
1949,5.006674363983166e-08,1.9634016634739737e-09
1950,8.082874680681584e-08,1.0635361480382244e-09
1951,6.183612955013018e-08,1.0661401761424827e-09
1952,6.959570697517847e-08,0.0
1953,3.44762476345295e-08,0.0
1954,5.570345606997762e-08,9.772536113672459e-10
1955,5.9129327656393116e-08,0.0
1956,7.3257590216258e-08,1.744228317335228e-09
1957,4.8592708079553404e-08,0.0
1958,3.970676876186019e-08,0.0
1959,6.200598257066758e-08,0.0
1960,5.190625018691719e-08,6.920833350854139e-10
1961,5.975417138870398e-08,0.0
1962,5.5175019220143895e-08,0.0
1963,6.013429554307947e-08,0.0
1964,5.9014492737041735e-08,0.0
1965,5.6362045031121966e-08,5.472043373977442e-10
1966,6.36993591207613e-08,2.215629901769489e-09
1967,6.360133064653439e-08,4.930335584241163e-10
1968,7.635406973349745e-08,4.4914158503495116e-10
1969,5.677197068010287e-08,0.0
1970,5.74840612888039e-08,0.0
1971,6.885452741300924e-08,5.138397485282553e-10
1972,6.874396518696813e-08,1.5390440588625154e-09
1973,6.726108470189729e-08,1.102640756478479e-09
1974,5.1755260965791194e-08,1.1251143350321513e-09
1975,7.025120840609134e-08,0.0
1976,6.799097262977227e-08,0.0
1977,6.17062094754317e-08,2.3507127355770763e-09
1978,6.831679888463782e-08,2.3762365408686037e-09
1979,7.783124411631093e-08,1.7555920051037788e-09
1980,6.765329052527136e-08,2.2740602734216964e-09
1981,8.602747514352416e-08,6.325549528618524e-10
1982,8.938803386371319e-08,6.207502289967692e-10
1983,6.315316047889041e-08,1.8945948143667124e-09
1984,4.871166991993192e-08,1.7397025486864948e-09
1985,5.053068874438793e-08,2.4062232206745193e-09
1986,6.294209686785734e-08,5.994485463567401e-10
1987,6.171924971098974e-08,6.110816852533674e-10
1988,8.515106397766203e-08,5.996553809062277e-10
1989,5.982053341568871e-08,0.0
1990,8.336436341238596e-08,0.0
1991,5.978694606056933e-08,5.861465202094962e-10
1992,8.705711485035295e-08,1.65298330578878e-09
1993,6.81322518403249e-08,5.539207426075166e-10
1994,6.435410404570518e-08,0.0
1995,7.42875778669827e-08,5.422450821690461e-10
1996,8.11390012955826e-08,2.135236876199542e-09
1997,8.247218641344034e-08,1.438468344439059e-09
1998,8.058138689648331e-08,0.0
1999,8.409170426659784e-08,9.140402323914998e-10
2000,7.775735744175449e-08,8.836062992401139e-10
2001,8.149053876138623e-08,4.3812117822561447e-10
2002,8.149071906160543e-08,4.38122149670761e-10
2003,8.792207317753764e-08,0.0
2004,7.972671944855847e-08,4.404791253964646e-10
2005,7.92659893278369e-08,0.0
2006,8.153421759971025e-08,4.1178899179428186e-10
2007,8.268572182501543e-08,1.1983438685803094e-09
2008,7.280221758776406e-08,1.7029758714315335e-09
2009,8.105927240542599e-08,9.53638501499654e-10
2010,9.116920285379138e-08,0.0
2011,6.15659501157495e-08,0.0
2012,4.5276560389773124e-08,0.0
2013,4.4347087557738973e-08,5.578250084070646e-10
2014,5.4136128024850905e-08,0.0
2015,5.2976153241957036e-08,0.0
2016,6.276160546825338e-08,0.0
2017,4.1256027261127315e-08,0.0
2018,4.7498985633609436e-08,2.5814667070633845e-10
2019,4.030560507573e-08,2.55098775436835e-10
