year,tes_DET ailes_NOUN,tes_DET pelles_NOUN
1855,4.5108965451845506e-08,0.0
1856,4.607698372849356e-08,0.0
1857,9.079606710926669e-08,0.0
1858,4.355371707731592e-08,0.0
1859,6.670747110248954e-08,5.092173349652285e-10
1860,5.99611106044673e-08,0.0
1861,3.254014924181092e-08,0.0
1862,4.8794252638373337e-08,0.0
1863,5.2942982442516495e-08,0.0
1864,5.801620917011974e-08,0.0
1865,2.965312007052745e-08,0.0
1866,3.795177905274727e-08,0.0
1867,3.4454963326879806e-08,4.85281148598915e-10
1868,2.9145256874585357e-08,0.0
1869,4.1998266420151253e-08,0.0
1870,2.5803219561026935e-08,0.0
1871,1.6993884077720622e-08,0.0
1872,5.2007116613239646e-08,0.0
1873,4.3697831131339626e-08,0.0
1874,6.15384731506019e-08,0.0
1875,3.9478538382820005e-08,0.0
1876,2.0556449431552437e-08,0.0
1877,3.216104393910513e-08,0.0
1878,4.5293164330217905e-08,0.0
1879,3.29903571127943e-08,0.0
1880,4.4924924003098e-08,0.0
1881,4.811030218654366e-08,0.0
1882,4.059784908250208e-08,0.0
1883,4.2971506353239874e-08,0.0
1884,3.6969503014461225e-08,0.0
1885,2.6427106059045968e-08,0.0
1886,2.7104547439815718e-08,0.0
1887,2.93801603046262e-08,0.0
1888,6.530833207563091e-08,0.0
1889,3.759082023435667e-08,0.0
1890,2.0318597915292003e-08,0.0
1891,3.059625619528106e-08,0.0
1892,2.8835156040685206e-08,0.0
1893,3.571881679320654e-08,0.0
1894,2.2685541889444494e-08,0.0
1895,2.2870734639468537e-08,0.0
1896,2.4177818636061943e-08,0.0
1897,1.6897469312660007e-08,1.7480140668268973e-09
1898,1.584339359705922e-08,5.6583548957434e-10
1899,1.9899282222013426e-08,0.0
1900,2.9589002470409298e-08,0.0
1901,1.3971847012683725e-08,0.0
1902,1.7185993794743837e-08,0.0
1903,2.0520836807591536e-08,0.0
1904,2.418581246388385e-08,0.0
1905,3.1996705729397945e-08,0.0
1906,2.3148829519925584e-08,0.0
1907,2.005708904517789e-08,0.0
1908,2.701264056881314e-08,0.0
1909,4.015717980365707e-08,0.0
1910,3.527139447179195e-08,0.0
1911,3.9902807724701006e-08,0.0
1912,5.365703925619414e-08,0.0
1913,2.227255674336348e-08,0.0
1914,1.0045115628187773e-08,0.0
1915,3.5342285320538736e-08,0.0
1916,2.52711618298207e-08,0.0
1917,4.3865696186529135e-08,0.0
1918,2.986457836584577e-08,0.0
1919,3.6831394434333475e-08,0.0
1920,4.846228129906649e-08,0.0
1921,4.770830930311831e-08,0.0
1922,4.352981863853245e-08,0.0
1923,4.2463792482294593e-08,0.0
1924,5.0277335628123865e-08,0.0
1925,3.629398648286042e-08,0.0
1926,3.1209187234537694e-08,0.0
1927,5.4631201784616223e-08,0.0
1928,3.770593604013328e-08,0.0
1929,2.2280812528308047e-08,0.0
1930,2.1007207751111423e-08,0.0
1931,3.9918747418710154e-08,0.0
1932,2.6302887090601246e-08,0.0
1933,4.014731813661854e-08,0.0
1934,2.3963160344919743e-08,0.0
1935,5.984141893122796e-08,0.0
1936,3.3949200339833396e-08,0.0
1937,2.8959572295761404e-08,0.0
1938,3.630259948206316e-08,0.0
1939,1.2235240376412548e-08,0.0
1940,1.7750480196809804e-08,0.0
1941,2.9515025978810172e-08,0.0
1942,3.034211726316016e-08,0.0
1943,7.548411695701418e-08,0.0
1944,7.069009377858038e-08,0.0
1945,3.485606381303796e-08,0.0
1946,2.645009899993056e-08,0.0
1947,3.695470018882929e-08,0.0
1948,3.370285384107774e-08,0.0
1949,4.319483526415979e-08,0.0
1950,4.2541445033350556e-08,0.0
1951,2.1322804411028073e-08,0.0
1952,2.636200890915319e-08,0.0
1953,1.939289007157896e-08,0.0
1954,3.615838295445428e-08,0.0
1955,2.3464019172081407e-08,0.0
1956,2.703553914074064e-08,0.0
1957,2.3854601516326568e-08,0.0
1958,3.391619751713648e-08,0.0
1959,2.0151944668533872e-08,0.0
1960,3.944875137662507e-08,0.0
1961,3.890969146880252e-08,0.0
1962,2.853880404218856e-08,0.0
1963,4.590897662026805e-08,0.0
1964,3.589541419657394e-08,1.2167936658258327e-09
1965,3.009623772420866e-08,0.0
1966,2.99110034518435e-08,0.0
1967,3.697751660425297e-08,0.0
1968,4.491415861451742e-08,0.0
1969,2.8613074354311152e-08,4.5417578031781147e-10
1970,3.357069244813715e-08,0.0
1971,4.573173928434926e-08,0.0
1972,3.231992540264628e-08,0.0
1973,3.032262008151321e-08,0.0
1974,1.1251143128276908e-08,5.625571675160757e-10
1975,2.1703625119329217e-08,0.0
1976,2.685357691767365e-08,5.713526873840635e-10
1977,2.291944900534304e-08,0.0
1978,2.1386128867817433e-08,0.0
1979,2.6333879854512077e-08,0.0
1980,2.4446147550705177e-08,0.0
1981,2.466964299507879e-08,6.325549528618524e-10
1982,2.9796011880023343e-08,0.0
1983,4.168108613811228e-08,0.0
1984,3.0154844510299483e-08,0.0
1985,4.090579475146683e-08,0.0
1986,2.6375735817651957e-08,0.0
1987,3.3609493521602474e-08,0.0
1988,2.458587078368879e-08,0.0
1989,2.8538234886354985e-08,0.0
1990,3.5416232224694255e-08,0.0
1991,2.8721180378443734e-08,0.0
1992,3.361065981088984e-08,5.509944167592096e-10
1993,2.9357800246376797e-08,1.661762283333701e-09
1994,3.1122066479483124e-08,0.0
1995,3.4703684148595926e-08,0.0
1996,2.989331715497201e-08,0.0
1997,2.8769367776959598e-08,0.0
1998,3.862184627667631e-08,0.0
1999,1.7366764692994252e-08,0.0
2000,3.666966064130861e-08,4.4180314962005696e-10
2001,2.803975468479436e-08,0.0
2002,3.724038299957044e-08,4.38122149670761e-10
2003,3.1251921939201566e-08,0.0
2004,2.8190663137195315e-08,0.0
2005,3.1075872986008335e-08,0.0
2006,3.211954258119931e-08,0.0
2007,3.355362757084812e-08,0.0
2008,5.279225073762106e-08,0.0
2009,3.814553828362932e-08,0.0
2010,5.6213137700211746e-08,0.0
2011,6.041875844076117e-08,3.82397197240536e-10
2012,7.046803407462221e-08,1.0212758416727752e-09
2013,8.646287374958206e-08,2.789125042035323e-10
2014,8.964943021272376e-08,8.661780737106994e-10
2015,9.043627580140878e-08,4.433150790905671e-10
2016,1.1226662888219607e-07,4.1426800878596737e-10
2017,9.282606150406991e-08,5.031222660711876e-10
2018,1.1435897384615146e-07,5.162933414126769e-10
2019,1.0408029993413948e-07,2.55098775436835e-10
